customer_id,age,tenure,monthly_charges,total_charges,contract,internet_service,payment_method,support_tickets,tech_support,senior_citizen,partner,dependents,churn
CUST_004425,35,19,80.43,1489.6,Month-to-month,Fiber optic,Electronic check,2,Yes,0,Yes,No,1
CUST_004426,67,45,98.14,4552.59,Month-to-month,DSL,Bank transfer,3,No,0,Yes,Yes,0
CUST_004427,32,32,33.81,1094.29,Month-to-month,No,Electronic check,1,No,0,Yes,Yes,0
CUST_004428,45,65,64.06,3872.6,Month-to-month,Fiber optic,Mailed check,5,Yes,0,Yes,Yes,0
CUST_004429,61,32,88.87,2822.29,Month-to-month,Fiber optic,Credit card,5,Yes,0,No,Yes,0
CUST_004430,70,41,103.39,4635.48,One year,No,Credit card,3,No,0,Yes,Yes,0
CUST_004431,70,5,69.63,323.78,Month-to-month,DSL,Mailed check,4,No,1,Yes,No,0
CUST_004432,23,14,40.62,557.96,One year,No,Electronic check,3,No,0,Yes,No,0
CUST_004433,69,62,78.58,4708.68,Two year,Fiber optic,Mailed check,3,No,1,Yes,No,0
CUST_004434,24,25,65.45,1716.83,Two year,DSL,Electronic check,0,Yes,0,Yes,No,0
CUST_004435,51,31,97.19,2734.81,Month-to-month,No,Electronic check,3,No,0,No,No,1
CUST_004436,70,43,75.56,3218.6,One year,Fiber optic,Credit card,5,Yes,0,Yes,No,0
CUST_004437,55,5,47.94,228.41,Month-to-month,Fiber optic,Mailed check,1,No,0,No,No,1
CUST_004438,72,37,95.44,3388.46,One year,Fiber optic,Electronic check,3,Yes,0,Yes,No,0
CUST_004439,37,25,71.77,1760.97,Month-to-month,DSL,Bank transfer,2,Yes,0,Yes,No,0
CUST_004440,35,11,37.75,397.95,One year,DSL,Electronic check,2,No,0,Yes,No,0
CUST_004441,36,31,76.31,2397.66,Month-to-month,DSL,Mailed check,3,No,0,Yes,No,1
CUST_004442,38,33,114.83,3628.1,One year,DSL,Electronic check,7,No,0,No,No,1
CUST_004443,56,14,90.55,1373.51,Month-to-month,DSL,Electronic check,5,No,0,No,No,1
CUST_004444,43,40,49.88,1974.22,Month-to-month,Fiber optic,Mailed check,3,No,1,Yes,No,0
CUST_004445,60,54,91.09,4579.54,One year,DSL,Bank transfer,6,No,0,No,No,0
CUST_004446,41,20,48.26,924.49,Month-to-month,Fiber optic,Mailed check,3,No,0,No,No,0
CUST_004447,35,70,74.27,5508.02,One year,DSL,Credit card,2,No,0,No,No,1
CUST_004448,28,45,72.66,3013.96,One year,DSL,Credit card,1,Yes,0,Yes,No,0
CUST_004449,49,56,44.74,2445.17,One year,No,Credit card,5,Yes,1,Yes,No,0
CUST_004450,69,6,54.79,358.25,One year,No,Credit card,7,No,0,Yes,No,0
CUST_004451,66,56,114.22,5758.19,One year,No,Credit card,3,Yes,0,Yes,Yes,0
CUST_004452,32,25,45.06,1232.67,Two year,DSL,Credit card,2,Yes,0,No,No,0
CUST_004453,45,52,100.1,5058.5,Month-to-month,Fiber optic,Electronic check,2,Yes,1,Yes,No,0
CUST_004454,58,58,86.74,4740.2,One year,DSL,Electronic check,4,Yes,0,Yes,No,0
CUST_004455,52,19,73.26,1482.56,One year,Fiber optic,Bank transfer,5,No,0,No,No,1
CUST_004456,21,19,33.75,637.31,Month-to-month,No,Credit card,3,Yes,0,No,No,0
CUST_004457,51,5,40.46,186.34,Month-to-month,Fiber optic,Credit card,3,Yes,0,No,No,0
CUST_004458,20,44,37.9,1723.23,Month-to-month,No,Bank transfer,3,No,1,Yes,No,0
CUST_004459,24,56,78.68,4651.1,One year,Fiber optic,Credit card,2,No,0,Yes,No,0
CUST_004460,55,30,117.34,3485.66,Month-to-month,DSL,Bank transfer,1,No,0,Yes,No,1
CUST_004461,23,12,107.72,1348.09,One year,DSL,Bank transfer,3,No,0,No,No,1
CUST_004462,37,23,22.53,477.48,One year,No,Electronic check,2,Yes,0,Yes,Yes,0
CUST_004463,51,30,47.37,1288.04,One year,Fiber optic,Mailed check,2,No,1,No,Yes,0
CUST_004464,55,66,35.73,2225.63,Month-to-month,DSL,Electronic check,4,No,0,No,No,0
CUST_004465,43,9,117.57,1159.89,One year,DSL,Electronic check,3,No,0,No,No,0
CUST_004466,23,25,43.56,1018.31,One year,No,Mailed check,3,No,0,No,No,0
CUST_004467,63,46,40.13,2000.93,Month-to-month,DSL,Electronic check,3,No,0,No,No,0
CUST_004468,72,18,82.09,1417.66,Month-to-month,No,Credit card,2,Yes,0,No,No,0
CUST_004469,68,64,75.62,4831.58,Month-to-month,Fiber optic,Mailed check,1,No,0,Yes,No,0
CUST_004470,60,66,42.59,2925.74,Two year,DSL,Bank transfer,4,No,0,Yes,No,0
CUST_004471,40,28,87.04,2276.22,Month-to-month,Fiber optic,Electronic check,1,No,0,No,No,1
CUST_004472,67,54,29.7,1507.46,Month-to-month,Fiber optic,Credit card,4,Yes,0,Yes,No,0
CUST_004473,45,55,21.94,1147.11,Month-to-month,Fiber optic,Mailed check,3,Yes,0,No,No,0
CUST_004474,25,50,28.24,1405.52,Month-to-month,DSL,Bank transfer,2,Yes,0,Yes,No,0
CUST_004475,66,14,56.49,766.51,Month-to-month,DSL,Bank transfer,4,No,0,Yes,No,1
CUST_004476,36,4,117.5,431.08,One year,No,Mailed check,1,No,0,Yes,No,0
CUST_004477,71,26,74.72,1852.29,Month-to-month,Fiber optic,Bank transfer,3,Yes,0,No,No,1
CUST_004478,38,10,95.47,1017.22,Two year,Fiber optic,Bank transfer,3,No,0,No,No,1
CUST_004479,67,22,52.15,1151.1,Month-to-month,DSL,Credit card,3,No,0,No,No,0
CUST_004480,48,46,91.93,4607.19,Month-to-month,Fiber optic,Electronic check,4,Yes,0,No,No,1
CUST_004481,44,43,116.62,4791.39,One year,Fiber optic,Credit card,1,Yes,0,No,No,0
CUST_004482,34,16,55.78,850.0,One year,DSL,Mailed check,6,No,0,Yes,No,0
CUST_004483,65,2,119.91,236.26,Two year,No,Electronic check,0,No,1,No,No,1
CUST_004484,21,17,83.84,1305.39,Month-to-month,No,Electronic check,3,No,0,Yes,Yes,1
CUST_004485,44,33,94.86,3015.34,Month-to-month,DSL,Mailed check,1,No,0,No,Yes,0
CUST_004486,39,57,45.22,2505.61,One year,No,Electronic check,5,No,0,No,Yes,0
CUST_004487,48,27,84.31,2331.75,Month-to-month,Fiber optic,Credit card,3,Yes,1,No,No,0
CUST_004488,32,21,71.1,1386.19,Two year,Fiber optic,Bank transfer,4,Yes,0,No,No,0
CUST_004489,55,40,115.64,4985.15,Month-to-month,DSL,Credit card,3,Yes,0,No,Yes,1
CUST_004490,39,6,110.47,712.69,Month-to-month,No,Electronic check,3,No,0,Yes,No,1
CUST_004491,28,17,59.67,1020.43,One year,Fiber optic,Bank transfer,1,Yes,1,Yes,No,0
CUST_004492,29,3,114.69,338.62,One year,No,Electronic check,2,No,0,No,No,1
CUST_004493,57,38,108.48,4285.93,Two year,DSL,Mailed check,0,Yes,1,No,No,0
CUST_004494,32,32,79.04,2379.5,Two year,DSL,Mailed check,0,No,0,Yes,No,0
CUST_004495,35,42,28.21,1199.98,Month-to-month,No,Bank transfer,5,No,0,Yes,No,0
CUST_004496,53,45,36.08,1554.48,One year,Fiber optic,Bank transfer,4,No,0,No,No,0
CUST_004497,36,29,27.69,870.92,Two year,DSL,Electronic check,3,No,0,Yes,No,0
CUST_004498,40,63,30.8,1932.82,Month-to-month,No,Electronic check,6,Yes,0,Yes,Yes,0
CUST_004499,31,67,117.7,7895.44,Month-to-month,DSL,Mailed check,0,Yes,0,No,Yes,1
CUST_004500,37,8,41.22,347.08,Two year,No,Electronic check,3,No,0,Yes,Yes,0
CUST_004501,57,67,89.09,6308.45,Month-to-month,No,Bank transfer,2,Yes,0,No,Yes,0
CUST_004502,48,15,83.65,1188.33,Two year,DSL,Mailed check,3,No,0,No,No,0
CUST_004503,74,18,83.11,1528.78,Month-to-month,Fiber optic,Credit card,2,No,0,Yes,No,1
CUST_004504,61,39,40.67,1702.22,Two year,No,Credit card,1,Yes,0,Yes,No,0
CUST_004505,18,3,77.93,229.73,One year,No,Mailed check,2,Yes,0,Yes,No,1
CUST_004506,39,27,82.55,2055.5,One year,Fiber optic,Credit card,0,Yes,0,No,No,0
CUST_004507,34,15,77.04,1240.76,One year,Fiber optic,Bank transfer,2,No,1,Yes,No,0
CUST_004508,51,35,38.62,1458.72,Month-to-month,Fiber optic,Electronic check,0,Yes,0,No,No,0
CUST_004509,33,59,92.31,5068.4,One year,DSL,Credit card,2,No,0,No,No,0
CUST_004510,73,67,27.32,1726.07,Two year,Fiber optic,Mailed check,5,No,0,Yes,No,0
CUST_004511,35,16,79.12,1199.88,Two year,DSL,Bank transfer,1,No,0,Yes,No,0
CUST_004512,47,40,63.63,2715.71,Two year,DSL,Bank transfer,1,No,0,Yes,No,0
CUST_004513,25,35,45.03,1719.72,One year,Fiber optic,Credit card,5,Yes,0,No,No,0
CUST_004514,69,30,100.74,2958.69,One year,No,Bank transfer,2,No,0,No,No,0
CUST_004515,69,46,37.59,1879.35,One year,DSL,Credit card,2,Yes,0,No,No,0
CUST_004516,63,72,113.3,7375.52,One year,DSL,Electronic check,7,No,0,Yes,No,0
CUST_004517,38,30,108.46,3186.44,One year,DSL,Credit card,1,No,1,No,Yes,0
CUST_004518,21,5,56.06,258.78,Month-to-month,DSL,Bank transfer,4,Yes,1,No,No,1
CUST_004519,58,66,50.52,3658.05,Month-to-month,No,Bank transfer,1,No,0,No,No,0
CUST_004520,42,68,33.75,2155.66,One year,Fiber optic,Credit card,4,No,0,No,No,0
CUST_004521,74,24,111.63,2911.81,Month-to-month,DSL,Electronic check,5,Yes,0,Yes,Yes,0
CUST_004522,57,37,82.75,3231.11,Month-to-month,No,Electronic check,2,No,1,Yes,No,0
CUST_004523,48,63,23.18,1574.47,Month-to-month,DSL,Credit card,2,Yes,0,No,Yes,0
CUST_004524,74,37,71.1,2634.97,Two year,Fiber optic,Credit card,6,No,0,No,No,0
CUST_004525,63,35,28.58,1002.67,Two year,No,Bank transfer,2,No,0,Yes,No,0
CUST_004526,44,67,77.38,4819.01,One year,Fiber optic,Mailed check,2,No,0,No,No,0
CUST_004527,19,60,70.9,3934.79,Two year,DSL,Electronic check,1,No,0,No,No,0
CUST_004528,23,37,28.28,1080.02,Two year,Fiber optic,Mailed check,1,No,0,Yes,Yes,0
CUST_004529,43,12,101.59,1164.11,Month-to-month,Fiber optic,Mailed check,1,Yes,0,Yes,No,1
CUST_004530,50,32,46.23,1471.89,Month-to-month,Fiber optic,Credit card,5,Yes,0,Yes,No,0
CUST_004531,19,49,74.15,3359.14,Month-to-month,DSL,Bank transfer,2,Yes,0,No,Yes,0
CUST_004532,25,20,83.9,1708.01,Month-to-month,No,Mailed check,2,No,1,No,No,1
CUST_004533,58,39,116.23,4150.2,One year,Fiber optic,Mailed check,1,No,0,No,Yes,1
CUST_004534,60,48,69.38,3113.24,Month-to-month,Fiber optic,Credit card,1,Yes,0,Yes,No,0
CUST_004535,19,7,111.73,726.89,Two year,No,Bank transfer,1,No,0,Yes,Yes,0
CUST_004536,46,42,55.49,2161.67,One year,No,Electronic check,3,No,0,Yes,No,0
CUST_004537,22,54,105.74,5852.95,Month-to-month,Fiber optic,Mailed check,2,No,0,Yes,No,1
CUST_004538,59,16,43.58,632.65,Two year,DSL,Mailed check,3,No,0,No,No,0
CUST_004539,65,40,90.75,3755.81,Two year,DSL,Electronic check,5,Yes,0,No,No,1
CUST_004540,67,52,28.86,1552.89,One year,Fiber optic,Bank transfer,4,Yes,0,No,No,0
CUST_004541,52,4,118.61,445.92,One year,DSL,Electronic check,2,No,0,No,No,1
CUST_004542,53,47,115.39,5394.1,Two year,Fiber optic,Mailed check,3,No,0,Yes,No,0
CUST_004543,70,19,64.22,1141.12,One year,Fiber optic,Mailed check,4,No,0,Yes,Yes,0
CUST_004544,52,29,72.39,2014.56,Two year,Fiber optic,Mailed check,1,Yes,0,No,Yes,0
CUST_004545,43,47,79.78,3958.15,Month-to-month,DSL,Bank transfer,3,No,0,No,No,0
CUST_004546,61,1,47.5,47.56,One year,No,Bank transfer,3,Yes,1,Yes,No,0
CUST_004547,51,2,87.45,191.16,Month-to-month,Fiber optic,Electronic check,2,No,0,No,No,1
CUST_004548,66,33,89.86,3225.27,Month-to-month,Fiber optic,Electronic check,0,No,0,No,No,0
CUST_004549,47,69,72.51,4719.74,Month-to-month,Fiber optic,Bank transfer,3,Yes,0,No,No,0
CUST_004550,67,1,34.77,36.95,Month-to-month,DSL,Credit card,4,Yes,0,Yes,No,1
CUST_004551,20,57,111.92,6178.03,Month-to-month,Fiber optic,Electronic check,4,No,0,Yes,No,1
CUST_004552,20,6,31.5,184.59,Month-to-month,DSL,Electronic check,2,No,0,No,Yes,0
CUST_004553,23,36,82.92,3042.17,Month-to-month,Fiber optic,Credit card,6,No,1,Yes,No,1
CUST_004554,49,32,30.31,970.75,Two year,DSL,Electronic check,2,No,0,Yes,Yes,0
CUST_004555,58,34,34.61,1279.21,One year,DSL,Credit card,2,No,1,No,Yes,0
CUST_004556,30,6,22.05,143.03,One year,DSL,Credit card,5,No,0,Yes,No,0
CUST_004557,26,55,56.34,3066.36,Month-to-month,DSL,Electronic check,0,No,0,Yes,No,0
CUST_004558,67,20,83.96,1788.94,Two year,No,Electronic check,2,No,0,Yes,No,0
CUST_004559,60,56,72.15,4374.86,Month-to-month,No,Credit card,3,No,0,Yes,No,0
CUST_004560,54,48,87.45,4385.5,Month-to-month,DSL,Electronic check,5,Yes,0,No,No,0
CUST_004561,45,40,87.5,3638.54,Month-to-month,DSL,Mailed check,2,No,0,No,No,0
CUST_004562,41,23,34.02,792.51,Two year,Fiber optic,Electronic check,3,Yes,0,Yes,Yes,0
CUST_004563,19,47,25.73,1255.81,Two year,DSL,Bank transfer,2,No,0,Yes,Yes,0
CUST_004564,28,72,82.54,5524.81,One year,Fiber optic,Credit card,2,No,0,Yes,Yes,0
CUST_004565,69,67,85.32,5380.41,One year,DSL,Bank transfer,4,No,0,Yes,Yes,0
CUST_004566,37,66,75.67,4862.09,Month-to-month,Fiber optic,Electronic check,2,No,0,Yes,No,1
CUST_004567,58,16,44.58,776.53,One year,No,Bank transfer,1,Yes,0,Yes,No,0
CUST_004568,58,43,101.08,4171.45,Month-to-month,DSL,Bank transfer,3,No,0,No,Yes,1
CUST_004569,35,29,27.57,740.15,Month-to-month,No,Electronic check,0,No,0,No,Yes,0
CUST_004570,29,70,83.23,5782.89,Two year,No,Bank transfer,3,Yes,0,Yes,Yes,0
CUST_004571,57,69,32.04,2139.7,Two year,No,Bank transfer,5,Yes,1,Yes,Yes,0
CUST_004572,23,63,85.44,5910.75,Month-to-month,Fiber optic,Electronic check,1,No,0,No,Yes,0
CUST_004573,46,12,61.77,724.5,Month-to-month,No,Credit card,3,Yes,1,No,Yes,1
CUST_004574,68,23,91.81,2138.28,Month-to-month,Fiber optic,Mailed check,2,No,0,Yes,No,0
CUST_004575,58,52,25.22,1433.53,Month-to-month,No,Electronic check,1,Yes,1,No,No,0
CUST_004576,61,54,75.51,4396.44,Month-to-month,DSL,Electronic check,0,Yes,0,Yes,No,1
CUST_004577,22,26,34.49,968.96,One year,Fiber optic,Mailed check,3,Yes,1,No,Yes,1
CUST_004578,29,10,88.24,933.96,Month-to-month,Fiber optic,Electronic check,4,No,0,No,No,1
CUST_004579,33,10,32.0,311.19,Month-to-month,DSL,Electronic check,3,No,0,No,No,1
CUST_004580,34,50,27.36,1442.94,Month-to-month,DSL,Bank transfer,1,No,0,Yes,No,0
CUST_004581,29,33,91.31,3072.62,One year,DSL,Bank transfer,1,Yes,0,Yes,Yes,0
CUST_004582,73,36,26.35,922.61,Month-to-month,Fiber optic,Electronic check,1,Yes,0,Yes,No,0
CUST_004583,27,59,42.45,2520.13,Month-to-month,DSL,Bank transfer,5,Yes,0,No,Yes,0
CUST_004584,58,2,102.47,219.88,One year,DSL,Bank transfer,2,No,1,Yes,No,1
CUST_004585,51,55,100.97,5070.88,One year,DSL,Mailed check,2,Yes,1,Yes,No,0
CUST_004586,52,20,105.41,2276.31,Month-to-month,Fiber optic,Credit card,1,Yes,0,Yes,Yes,0
CUST_004587,30,68,52.61,3727.82,One year,DSL,Electronic check,4,No,0,Yes,Yes,0
CUST_004588,35,69,72.8,4849.28,Month-to-month,DSL,Electronic check,1,No,0,No,Yes,1
CUST_004589,52,37,97.33,3530.95,One year,DSL,Electronic check,2,Yes,0,No,No,0
CUST_004590,35,23,33.7,764.57,Month-to-month,Fiber optic,Electronic check,1,No,0,Yes,No,1
CUST_004591,57,17,92.44,1550.45,Two year,DSL,Mailed check,2,No,0,Yes,No,1
CUST_004592,20,14,29.75,376.57,Two year,No,Electronic check,4,Yes,0,No,No,0
CUST_004593,22,72,111.33,7504.36,One year,DSL,Bank transfer,1,No,0,No,No,0
CUST_004594,59,14,83.73,1157.17,Two year,DSL,Credit card,2,Yes,0,Yes,No,0
CUST_004595,53,33,69.33,2100.64,Month-to-month,Fiber optic,Bank transfer,2,No,0,Yes,No,1
CUST_004596,20,35,68.47,2224.09,One year,No,Bank transfer,7,No,0,Yes,Yes,0
CUST_004597,69,49,38.14,2029.05,Month-to-month,Fiber optic,Bank transfer,5,No,1,Yes,No,0
CUST_004598,18,61,54.59,3373.99,Month-to-month,DSL,Bank transfer,1,No,0,No,Yes,1
CUST_004599,72,41,92.71,4108.39,Month-to-month,Fiber optic,Mailed check,3,No,0,No,No,0
CUST_004600,59,55,74.09,4196.91,One year,Fiber optic,Mailed check,3,Yes,0,No,No,1
CUST_004601,74,41,72.93,2904.02,One year,Fiber optic,Electronic check,2,No,0,No,Yes,0
CUST_004602,72,32,39.52,1343.38,Two year,No,Electronic check,3,No,0,Yes,Yes,1
CUST_004603,35,12,89.04,1085.15,One year,No,Bank transfer,0,No,0,No,Yes,1
CUST_004604,61,16,59.2,952.19,Two year,Fiber optic,Mailed check,3,No,0,No,No,0
CUST_004605,30,32,38.28,1124.97,Two year,DSL,Electronic check,4,No,0,No,No,0
CUST_004606,44,4,114.38,430.56,Two year,Fiber optic,Electronic check,3,No,0,Yes,No,0
CUST_004607,31,23,70.68,1476.26,Month-to-month,No,Bank transfer,1,No,0,No,No,1
CUST_004608,45,34,72.8,2269.99,Month-to-month,No,Electronic check,1,No,0,No,Yes,0
CUST_004609,67,35,118.14,4458.31,One year,DSL,Mailed check,0,No,0,No,No,1
CUST_004610,42,59,56.64,3536.37,Two year,DSL,Electronic check,0,No,0,Yes,Yes,0
CUST_004611,23,70,114.3,7555.72,Month-to-month,DSL,Electronic check,0,No,0,Yes,No,1
CUST_004612,36,53,89.49,4498.32,Month-to-month,No,Bank transfer,0,Yes,0,No,No,0
CUST_004613,62,6,83.31,498.88,Month-to-month,Fiber optic,Electronic check,3,No,0,Yes,Yes,1
CUST_004614,47,30,43.44,1258.99,Month-to-month,DSL,Electronic check,3,Yes,0,Yes,No,0
CUST_004615,49,53,25.18,1349.17,Two year,DSL,Credit card,0,No,0,Yes,Yes,0
CUST_004616,42,43,63.78,2587.22,Month-to-month,DSL,Mailed check,2,No,0,No,No,1
CUST_004617,34,33,21.02,680.81,Month-to-month,No,Bank transfer,2,Yes,0,Yes,No,0
CUST_004618,52,32,27.1,939.36,One year,Fiber optic,Bank transfer,3,No,0,Yes,Yes,0
CUST_004619,54,30,79.53,2366.5,Month-to-month,DSL,Electronic check,2,Yes,1,No,No,0
CUST_004620,69,42,92.45,4174.35,Month-to-month,Fiber optic,Mailed check,1,No,0,Yes,Yes,0
CUST_004621,53,13,36.79,481.28,One year,Fiber optic,Mailed check,2,No,0,Yes,Yes,0
CUST_004622,74,38,93.25,3491.67,Month-to-month,Fiber optic,Electronic check,2,Yes,0,Yes,No,0
CUST_004623,65,15,114.97,1728.15,Two year,No,Electronic check,1,No,0,No,Yes,1
CUST_004624,22,50,94.32,4943.35,One year,DSL,Bank transfer,4,No,0,Yes,Yes,0
CUST_004625,40,63,98.47,6822.09,Two year,DSL,Electronic check,2,No,1,No,Yes,0
CUST_004626,39,37,90.07,3019.04,Month-to-month,DSL,Electronic check,1,No,0,No,No,1
CUST_004627,18,28,42.47,1193.19,One year,Fiber optic,Bank transfer,0,No,0,No,No,0
CUST_004628,28,68,56.09,3945.36,One year,No,Mailed check,1,Yes,1,No,No,0
CUST_004629,61,48,114.93,5411.47,One year,DSL,Bank transfer,3,Yes,0,Yes,No,0
CUST_004630,38,31,86.12,2707.96,Month-to-month,Fiber optic,Electronic check,2,Yes,0,No,No,1
CUST_004631,26,3,98.9,270.21,Month-to-month,Fiber optic,Bank transfer,2,Yes,1,No,No,0
CUST_004632,34,2,116.87,223.47,Month-to-month,No,Credit card,1,No,0,No,No,1
CUST_004633,33,16,43.14,673.29,Two year,Fiber optic,Mailed check,1,Yes,1,Yes,No,0
CUST_004634,27,18,52.17,921.45,Two year,DSL,Credit card,3,No,1,No,No,0
CUST_004635,23,52,84.48,4552.5,Month-to-month,Fiber optic,Mailed check,7,No,0,No,No,0
CUST_004636,61,37,22.44,897.1,One year,No,Electronic check,0,No,0,No,No,0
CUST_004637,64,72,77.12,5065.2,One year,Fiber optic,Mailed check,6,No,0,Yes,No,0
CUST_004638,46,39,100.87,3894.0,One year,No,Mailed check,2,No,0,Yes,Yes,0
CUST_004639,53,66,81.04,5239.31,Month-to-month,Fiber optic,Credit card,5,Yes,1,No,Yes,0
CUST_004640,70,40,49.54,2165.8,Two year,Fiber optic,Electronic check,2,No,0,No,No,0
CUST_004641,66,26,92.41,2501.64,One year,DSL,Electronic check,3,Yes,0,Yes,No,0
CUST_004642,19,52,34.6,1962.89,One year,Fiber optic,Credit card,2,No,0,No,No,0
CUST_004643,72,33,109.48,3615.2,One year,DSL,Electronic check,5,No,0,Yes,Yes,0
CUST_004644,21,20,30.09,617.17,One year,DSL,Bank transfer,3,No,0,No,No,0
CUST_004645,19,35,106.35,3986.1,Month-to-month,DSL,Electronic check,2,Yes,0,Yes,No,1
CUST_004646,40,48,69.78,3039.04,Two year,Fiber optic,Credit card,2,Yes,0,No,No,0
CUST_004647,60,28,62.86,1909.79,Month-to-month,No,Electronic check,4,Yes,0,Yes,No,0
CUST_004648,22,51,70.07,3556.56,Two year,DSL,Bank transfer,4,No,0,Yes,No,0
CUST_004649,34,71,40.02,3103.62,Two year,Fiber optic,Bank transfer,1,No,0,No,No,0
CUST_004650,32,30,65.77,1779.48,One year,DSL,Credit card,3,No,1,Yes,No,0
CUST_004651,40,22,104.97,2121.81,One year,Fiber optic,Credit card,5,No,1,Yes,No,0
CUST_004652,74,29,100.1,2656.07,Month-to-month,DSL,Bank transfer,1,Yes,0,Yes,No,1
CUST_004653,36,61,36.3,2017.67,Month-to-month,Fiber optic,Electronic check,2,No,0,Yes,No,0
CUST_004654,29,13,87.34,1052.24,One year,No,Mailed check,3,Yes,1,Yes,No,1
CUST_004655,24,71,105.68,7252.95,Month-to-month,Fiber optic,Credit card,2,Yes,0,No,Yes,0
CUST_004656,29,30,101.98,2835.52,Month-to-month,Fiber optic,Bank transfer,2,No,0,Yes,No,0
CUST_004657,25,61,62.56,3545.31,Two year,Fiber optic,Credit card,3,Yes,0,No,Yes,0
CUST_004658,50,57,24.81,1400.03,Month-to-month,DSL,Bank transfer,3,Yes,0,Yes,No,0
CUST_004659,41,57,113.12,6611.16,Month-to-month,DSL,Electronic check,3,Yes,0,Yes,No,0
CUST_004660,46,66,59.59,3575.01,Month-to-month,DSL,Electronic check,0,Yes,0,Yes,Yes,0
CUST_004661,65,14,56.1,797.1,One year,Fiber optic,Electronic check,2,No,0,Yes,No,1
CUST_004662,51,43,95.95,4193.44,Month-to-month,No,Bank transfer,6,Yes,1,Yes,No,0
CUST_004663,26,8,46.4,357.9,One year,Fiber optic,Mailed check,3,No,0,Yes,Yes,0
CUST_004664,39,22,103.47,2134.53,Month-to-month,Fiber optic,Electronic check,4,No,0,No,No,1
CUST_004665,35,3,27.61,85.03,Month-to-month,DSL,Bank transfer,2,No,0,Yes,Yes,0
CUST_004666,65,50,94.07,4968.12,Month-to-month,DSL,Electronic check,7,Yes,0,No,No,1
CUST_004667,35,44,116.58,4908.0,Month-to-month,No,Mailed check,0,No,0,Yes,No,0
CUST_004668,25,54,119.58,6470.03,Two year,DSL,Mailed check,0,No,0,No,Yes,0
CUST_004669,59,13,112.38,1343.74,Month-to-month,Fiber optic,Mailed check,1,No,0,Yes,No,1
CUST_004670,42,24,107.08,2714.79,Month-to-month,DSL,Electronic check,7,No,0,Yes,No,1
CUST_004671,23,49,47.89,2422.97,Month-to-month,DSL,Bank transfer,2,No,0,Yes,No,0
CUST_004672,57,60,116.66,6899.32,Month-to-month,DSL,Credit card,3,No,1,No,Yes,1
CUST_004673,29,64,112.79,7370.51,Month-to-month,No,Bank transfer,3,No,1,No,Yes,0
CUST_004674,67,6,73.44,480.74,Month-to-month,DSL,Credit card,2,No,0,Yes,No,0
CUST_004675,65,29,60.21,1767.71,Two year,Fiber optic,Electronic check,3,No,0,Yes,No,1
CUST_004676,39,1,30.93,30.48,Month-to-month,DSL,Electronic check,1,No,0,No,No,0
CUST_004677,49,59,79.06,4620.43,One year,Fiber optic,Electronic check,3,Yes,0,No,No,1
CUST_004678,50,9,90.05,758.89,One year,Fiber optic,Bank transfer,2,No,0,Yes,Yes,1
CUST_004679,55,60,60.4,3921.15,Month-to-month,Fiber optic,Electronic check,3,Yes,0,Yes,No,0
CUST_004680,21,12,60.6,734.61,One year,DSL,Credit card,5,No,1,Yes,No,0
CUST_004681,36,2,77.33,151.41,Two year,DSL,Bank transfer,5,Yes,0,Yes,No,0
CUST_004682,27,64,22.78,1585.13,One year,No,Credit card,5,No,0,Yes,No,0
CUST_004683,57,32,115.79,3743.06,Two year,Fiber optic,Mailed check,1,Yes,0,Yes,No,0
CUST_004684,21,31,48.99,1411.23,One year,DSL,Bank transfer,4,No,0,Yes,No,0
CUST_004685,47,47,34.09,1664.2,Month-to-month,Fiber optic,Mailed check,4,No,0,No,Yes,0
CUST_004686,59,20,20.55,449.39,Two year,DSL,Mailed check,2,No,0,Yes,Yes,0
CUST_004687,72,50,105.69,5629.92,Month-to-month,Fiber optic,Bank transfer,6,Yes,1,Yes,No,0
CUST_004688,34,31,106.32,3217.08,One year,Fiber optic,Electronic check,6,No,0,No,No,0
CUST_004689,18,20,29.53,627.06,One year,DSL,Credit card,2,Yes,0,Yes,No,0
CUST_004690,59,29,35.22,1017.55,Two year,Fiber optic,Bank transfer,2,No,0,Yes,Yes,0
CUST_004691,18,1,64.79,63.55,Two year,Fiber optic,Bank transfer,2,Yes,0,Yes,No,0
CUST_004692,21,22,38.57,857.97,Month-to-month,No,Electronic check,2,No,0,Yes,Yes,0
CUST_004693,74,43,93.58,3683.35,One year,Fiber optic,Electronic check,2,Yes,0,Yes,No,0
CUST_004694,67,10,25.8,245.84,Month-to-month,Fiber optic,Electronic check,0,No,0,Yes,Yes,1
CUST_004695,58,9,74.97,685.42,One year,Fiber optic,Bank transfer,2,No,1,Yes,No,1
CUST_004696,65,48,58.28,2583.31,One year,DSL,Electronic check,1,No,0,No,No,0
CUST_004697,22,31,66.49,2024.19,Month-to-month,Fiber optic,Credit card,1,Yes,0,No,No,0
CUST_004698,23,10,62.48,665.73,Two year,DSL,Credit card,2,No,0,Yes,Yes,0
CUST_004699,35,54,35.32,2057.51,Month-to-month,DSL,Electronic check,1,Yes,0,No,No,0
CUST_004700,19,56,42.03,2204.27,Month-to-month,Fiber optic,Bank transfer,3,No,0,No,Yes,1
CUST_004701,68,3,26.48,86.5,Two year,DSL,Electronic check,4,Yes,0,Yes,No,0
CUST_004702,21,15,31.53,469.83,One year,Fiber optic,Electronic check,4,No,0,Yes,No,0
